source,author,title,description,url,urlToImage,publishedAt,content,company,extracted_metrics,article_length,title_length,has_revenue_mention,has_growth_mention,has_partnership_mention,has_acquisition_mention
"{'id': None, 'name': 'Yahoo Entertainment'}",Jeremy Gan,The 256GB Meta Quest 3S is down to its lowest price yet,"The Meta Quest 3S 256GB model is currently down to $349, its lowest price yet. This is our favorite cheap VR headsets
, and at $51 off it's even cheaper than ever. 
If you purchase a Meta Quest 3S now, you also get a copy of Batman: Arkham Shadow and a three…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_965ee926-bb7b-4117-b158-e79d9a1ffea2,,2025-01-13 15:37:35+00:00,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,55.0,False,False,False,False
"{'id': 'wired', 'name': 'Wired'}",Vittoria Elliott,"Meta Follows Elon Musk’s Lead, Moves Staffers to Billionaire-Friendly Texas","According to Mark Zuckerberg, Meta trust and safety workers will be relocated to Texas to prevent them from “censoring” users. Experts point to other advantages.",https://www.wired.com/story/meta-elon-musks-lead-trust-safety-billionaire-friendly-texas/,"https://media.wired.com/photos/677d42628c35aa725302db68/191:100/w_1280,c_limit/GettyImages-2173579096.jpg",2025-01-07 22:46:29+00:00,"Executives are doing everything they can to create an environment conducive for actions they want to take, absent review or accountability from actors like our courts or legislators or others, she sa… [+3531 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,75.0,False,False,False,False
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,2025-01-07 14:23:30+00:00,[Removed],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",9.0,9.0,False,False,True,False
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,2025-01-07 16:04:22+00:00,[Removed],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",9.0,9.0,True,False,False,False
"{'id': 'the-verge', 'name': 'The Verge'}",Jay Peters,Zuckerberg says he’s moving Meta moderators to Texas because California seems too ‘biased’,Meta CEO Mark Zuckerberg says that the company will be moving its content moderation teams from California to Texas to “help remove the concern that biased employees are overly censoring content.”,https://www.theverge.com/2025/1/7/24338305/meta-mark-zuckerberg-moving-meta-moderators-texas-california-bias,https://cdn.vox-cdn.com/thumbor/ONguT-Dzop5q8lBMzWwnxiUuRhA=/0x0:2040x1360/1200x628/filters:focal(1274x678:1275x679)/cdn.vox-cdn.com/uploads/chorus_asset/file/25546252/STK169_Mark_Zuckerburg_CVIRGINIA_D.jpg,2025-01-07 18:32:55+00:00,Zuckerberg says hes moving Meta moderators to Texas because California seems too biased  Zuckerberg says hes moving Meta moderators to Texas because California seems too biased   / As we work to prom… [+1775 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,90.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",Lawrence Bonk,The weirdest tech we saw at CES 2025,"CES is a great place to check out all sorts of upcoming tech for the year, but it’s often the wildest gadgets that steal the show. The conference hosts thousands of exhibitors, all vying for attention, and you really never know what they’re gonna come up with…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c8a5a6f6-eefc-4e8a-a924-6076ff9fd46e,,2025-01-09 19:00:14+00:00,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,36.0,False,False,False,False
"{'id': None, 'name': 'VentureBeat'}",Dean Takahashi,Inworld AI teams with Nvidia and Streamlabs on intelligent streaming assistant,Inworld AI announced it is collaborating with Nvidia and Streamlabs to create an intelligent streaming assistant using AI technology.,https://venturebeat.com/games/inworld-ai-teams-with-nvidia-and-streamlabs-on-intelligent-streaming-assistant/,https://venturebeat.com/wp-content/uploads/2025/01/inworld-streamlabs-nvidia-2.jpg?w=1024?w=1200&strip=all,2025-01-07 04:24:00+00:00,Inworld AI announced it is collaborating with Nvidia and Streamlabs to create an intelligent streaming assistant using AI technology.  Streamlabs Intelligent Streaming Assistant is like an interactiv… [+5088 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,78.0,False,False,True,False
"{'id': 'wired', 'name': 'Wired'}",Makena Kelly,The Internet’s Future Is Looking Bleaker By the Day,"While Meta enacts the X playbook, TikTok is on the verge of being declared illegal. Who wins? Probably not internet users.",https://www.wired.com/story/the-internets-future-is-looking-bleaker-by-the-day/,"https://media.wired.com/photos/677db6075693a11e08acbe53/191:100/w_1280,c_limit/politics_moderation_social_tiktok.jpg",2025-01-09 12:00:00+00:00,"Both Metas and TikToks moderation systems are far from perfect and consistently make mistakes. Earlier this week, Taylor Lorenz reported that Meta restricted queer content and hashtags as sensitive c… [+3400 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,51.0,False,False,False,False
"{'id': None, 'name': 'Gizmodo.com'}",Matthew Gault,Meta’s AI Profiles Are Already Polluting Instagram and Facebook With Slop,Hollow-eyed insincere robot posters are already flooding Meta's sites and they're everything we dreaded.,https://gizmodo.com/metas-ai-profiles-are-already-polluting-instagram-and-facebook-with-slop-2000545433,https://gizmodo.com/app/uploads/2025/01/FBLive-e1735919603778.jpg,2025-01-03 16:15:20+00:00,"As I stared into the dead-eyed visage of Carter, one of Metas new AI posters, I remembered a line from Dawn of the Dead. When theres no more room in hell, the dead will walk the Earth.  Something abo… [+3885 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,73.0,False,False,False,False
"{'id': 'wired', 'name': 'Wired'}",Dhruv Mehrotra,Facebook and Instagram Ads Push Gun Silencers Disguised as Car Parts,"A network of Facebook pages has been advertising “fuel filters” that are actually meant to be used as silencers, which are heavily regulated by US law. Even US military officials are concerned.",https://www.wired.com/story/fuel-filter-gun-silencer-ads-facebook-instagram/,"https://media.wired.com/photos/6761b9a4ef6ad9851b123fc6/191:100/w_1280,c_limit/security_fb_gunsilencer_gettyimages.jpg",2025-01-03 11:30:00+00:00,"Experts believe the operation is based in China and relies on a drop-shipping scheme. Its likely just a reshipper selling controversial or illegal products, says Zach Edwards, a senior threat researc… [+3994 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,68.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",Lawrence Bonk,Meta is reportedly adding displays to its Ray-Ban smart glasses,"It looks like Meta is preparing to add displays to its popular line of Ray-Ban smart glasses, according to a report by 
Financial Times
. These screens could show up in a future iteration of the device as early as next year. The likely release window is the…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9d372134-ff64-4a01-8535-2a6ca6b77817,,2024-12-23 16:26:34+00:00,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,63.0,False,False,False,False
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,2024-12-17 13:30:42+00:00,[Removed],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",9.0,9.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Katherine Tangalakis-Lippert,"Dana White, UFC CEO and Trump ally, to join Meta's board of directors","Meta on Monday announced that Dana White, the Ultimate Fighting Championship CEO and an ally of Donald Trump's, will join the tech company's board.",https://www.businessinsider.com/ufc-ceo-dana-white-join-meta-board-directors-donald-trump-2025-1,https://i.insider.com/677c4b274fdf00939ed67a88?width=1024&format=jpeg,2025-01-06 21:36:51+00:00,CEO of UFC Dana White speaks as speaksRepublican presidential nominee former President Donald Trump looks on at an election night watch party.AP Photo/Alex Brandon  <ul><li>Meta on Monday announced D… [+1449 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,69.0,False,False,False,True
"{'id': None, 'name': 'Gizmodo.com'}",Brittany Vincent,"You’ve Never Seen the Meta Quest 3S Bundle at a Lower Price Before, Cheaper Than During Last Year’s Holiday Season","Plus, get a copy of Batman: Arkham Shadow and a 3-month Meta Quest+ subscription with purchase.",https://gizmodo.com/youve-never-seen-the-meta-quest-3s-bundle-at-a-lower-price-before-cheaper-than-during-last-years-holiday-season-2000549875,https://gizmodo.com/app/uploads/2024/10/Untitled-design-10.jpg,2025-01-14 14:50:53+00:00,Looking for a new way to get involved in the worlds of your favorite game universes? VR can get you there. You can explore completely new realms and feel as though you’re right in the middle of it al… [+2150 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,114.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Pranav Dixit,Bluesky versus Threads: A new survey shows a deep political divide between social media's newest rivals,"A new survey unveils the political divide between Bluesky and Threads users, examining their engagement and attitudes toward AI technology.",https://www.businessinsider.com/bluesky-threads-survey-political-divide-2024-12,https://i.insider.com/676d778b7236dcf54aa25af8?width=1200&format=jpeg,2024-12-26 15:44:03+00:00,A survey found a political divide between Bluesky and Threads users.Anna Barclay/Getty Images  <ul><li>A survey shows Bluesky users are more Democratic and politically engaged than Threads users.</li… [+3461 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,103.0,False,False,True,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Polly Thompson,Dell embodied 2 of the corporate world's biggest themes in 2024: AI and RTO. It's paying off.,"Dell's AI transformation is fully underway. This is how the company has changed this year, and embraced two of the biggest corporate trends of 2024.",https://www.businessinsider.com/dell-business-trends-of-the-year-rto-ai-2024-12,https://i.insider.com/67587317dc8b666017f24ead?width=1024&format=jpeg,2024-12-30 10:57:47+00:00,"Michael Dell, Chairman and CEO of Dell Technologies.NurPhoto/Getty  <ul><li>In 2024, companies were seizing the AI opportunity and calling workers back to the office.</li><li>Few big businesses embod… [+6499 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,93.0,False,False,False,False
"{'id': None, 'name': 'Gizmodo.com'}",Thomas Maxwell,Meta Cracks Down on Internal Dissent Against Appointment of UFC’s Dana White to Board,"Despite its new plan to loosen content moderation across its apps, Meta says its policies differ for internal and external discussion.",https://gizmodo.com/meta-cracks-down-on-internal-dissent-against-appointment-of-ufcs-dana-white-to-board-2000547073,https://gizmodo.com/app/uploads/2025/01/GettyImages-2164637635.jpg,2025-01-07 20:05:42+00:00,Meta is allegedly curtailing internal criticism of CEO Mark Zuckerberg’s announcement on Monday that Dana White would be added to its board of directors. 404 Media reported on the deletion of comment… [+4699 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,85.0,False,False,False,False
"{'id': 'the-verge', 'name': 'The Verge'}",Justine Calma,Meta is leaving its users to wade through hate and disinformation,"The end of fact-checking at Meta could bring on more hate and disinformation, experts warn, and it’ll be up to Facebook, Instagram, and Threads users to stop it.",https://www.theverge.com/2025/1/7/24338127/meta-end-fact-checking-misinformation-zuckerberg,https://cdn.vox-cdn.com/thumbor/DoYL_IM1ICImOYmv88TmPuHnwKo=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/25533923/STK479_CONSPIRACY_THEORIES_D.jpg,2025-01-07 23:04:40+00:00,Meta is leaving its users to wade through hate and disinformation  Meta is leaving its users to wade through hate and disinformation   / The end of fact-checking at Meta stoked backlash from research… [+6825 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,65.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Pranav Dixit,Meta's Quest VR headset seemed to be a hot holiday gift,Meta's Quest VR headsets gain popularity as Meta Horizon app ranks top in App Store on Christmas.,https://www.businessinsider.com/meta-quest-vr-headsets-horizon-app-holiday-downloads-2024-12,https://i.insider.com/676dee73bec2d3fdefeb2657?width=1200&format=jpeg,2024-12-27 00:44:47+00:00,"Meta Quest.Meta  <ul><li>Meta's Horizon app topped Apple's App Store on Christmas Day, signaling strong VR headset demand.</li><li>Quest headsets, starting at $299, are gaining mainstream traction in… [+3161 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,55.0,False,False,False,False
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,2025-01-10 20:40:31+00:00,[Removed],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",9.0,9.0,True,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Lakshmi Varanasi,Mark Zuckerberg says AI could soon do the work of Meta's midlevel engineers,Mark Zuckerberg told Joe Rogan that Meta will eventually reach a point where all coding for its apps is done by AI.,https://www.businessinsider.com/mark-zuckerberg-meta-ai-replace-engineers-coders-joe-rogan-podcast-2025-1,https://i.insider.com/6782a97a88b000981b4a8659?width=1200&format=jpeg,2025-01-11 18:28:49+00:00,Meta CEO Mark Zuckerberg says the work of midlevel software engineers can soon be outsourced to AI.BRENDAN SMIALOWSKI/ Getty Images  <ul><li>Mark Zuckerberg said Meta will start automating the work o… [+1767 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,75.0,False,False,False,False
"{'id': None, 'name': 'BBC News'}",,Nick Clegg leaves Meta ahead of Trump's return as US president,"In a post on Meta's Facebook, Sir Nick Clegg said he was departing after nearly seven years with the company.",https://www.bbc.com/news/articles/cgrw785585wo,https://ichef.bbci.co.uk/news/1024/branded_news/a5e9/live/55a2ecd0-c967-11ef-acf6-09090b7b2ac3.jpg,2025-01-03 00:11:56+00:00,"Former deputy prime minister Sir Nick Clegg is to step down from his current job as president of global affairs at social media giant Meta.  In a post on Meta's Facebook on Thursday, Sir Nick, a form… [+2823 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,62.0,False,False,False,False
"{'id': None, 'name': 'Android Central'}",techkritiko@gmail.com (Jay Bonggolto),Looks like Ray-Ban Meta AR glasses are getting a visual upgrade,"Next year's version of the Ray-Ban Meta glasses are bound to be an upgrade, and a display could be the highlight.",https://www.androidcentral.com/wearables/looks-like-ray-ban-meta-ar-glasses-are-getting-a-visual-upgrade,https://cdn.mos.cms.futurecdn.net/9Wg6WCfF6F7nr2A7ddcicT-1200-80.jpg,2024-12-24 12:49:37+00:00,"What you need to know  <ul><li>Meta is rumored to launch an updated version of its Ray-Ban smart glasses with a display that’ll show notifications and Meta AI responses, expected in late 2025.</li><l… [+2717 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,63.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Peter Kafka,Mark Zuckerberg preps for Trump 2.0 by boosting an in-house Republican,The latest corporate shuffle at Mark Zuckerberg's Meta tells you how Big Tech is thinking about the incoming Trump administration.,https://www.businessinsider.com/mark-zuckerberg-joel-kaplan-trump-nick-clegg-2025-1,https://i.insider.com/6776fe4dca1058716a5f0d0c?width=1200&format=jpeg,2025-01-02 21:16:36+00:00,"Joel Kaplan has been working for Mark Zuckerberg at Meta for years — here he is with Zuckerberg after visiting French President Emmanuel Macron in 2018. Now, he is going to be Zuckerberg's top policy… [+3168 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,70.0,False,False,False,False
"{'id': None, 'name': 'Android Central'}",techkritiko@gmail.com (Jay Bonggolto),WhatsApp wants to make it easier to use Meta AI from your home screen,A new WhatsApp widget may allow users to chat with Meta AI or instantly capture photos.,https://www.androidcentral.com/apps-software/whatsapp-wants-to-make-it-easier-to-use-meta-ai-from-your-home-screen,https://cdn.mos.cms.futurecdn.net/FZ9gNWt29dNvPWQhGWoord-1200-80.jpg,2025-01-14 04:58:49+00:00,"What you need to know  <ul><li>WhatsApp may be working on a new widget that brings Meta AI to your home screen, letting you chat with the AI or snap photos for instant AI analysis.</li><li>The widget… [+2482 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,69.0,False,False,False,False
"{'id': None, 'name': 'Gizmodo.com'}",AJ Dellinger,The EU Fined Itself for Breaking Its Own Data Privacy Law,GDPR is complicated. Just ask the coalition that created it.,https://gizmodo.com/the-eu-fined-itself-for-breaking-its-own-data-privacy-law-2000547582,https://gizmodo.com/app/uploads/2025/01/GettyImages-1968502725.jpg,2025-01-08 19:30:18+00:00,"The European Union has investigated itself and found…actual wrongdoing! For the first time ever, the EU has been found to have violated its own privacy rules established by the General Data Protectio… [+2563 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,57.0,False,False,False,False
"{'id': None, 'name': 'VentureBeat'}",Dean Takahashi,Nvidia unveils GeForce RTX 50 Series graphics cards with big performance gains,"Nvidia launched its much-awaited Nvidia GeForce RTX 5000 series graphics processing units (GPUs), based on the Blackwell RTX tech.",https://venturebeat.com/games/nvidia-unveils-geforce-rtx-50-series-graphics-cards/,https://venturebeat.com/wp-content/uploads/2025/01/nvidia-blackwell.jpg?w=1024?w=1200&strip=all,2025-01-07 03:05:00+00:00,Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More  Nvidia launched its much-awaited Nvidia GeForce RTX 50 series graphics … [+11224 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",215.0,78.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",Mat Smith,The Morning After: What to expect at CES 2025,"The holidays haven’t even kicked off, but we’re already looking to next year when, almost immediately, some of the Engadget team will head to Las Vegas for tech’s biggest annual conference. The pitches from companies, both legit and unhinged, are already fill…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b8d5b11a-45bf-40d5-98c0-33fe6962feb7,,2024-12-17 12:15:28+00:00,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,45.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Sarah Jackson,Mark Zuckerberg's big year gives him momentum going into 2025,"Mark Zuckerberg has plenty to celebrate as he heads into the new year, with Meta's stock up 66% and some newfound swagger in his step.",https://www.businessinsider.com/mark-zuckerberg-big-year-meta-stock-products-ai-glasses-2024-12,https://i.insider.com/6772d3726e18b095615a7fc1?width=1200&format=jpeg,2024-12-30 17:14:11+00:00,It was a strong year by the numbers for Meta and Mark Zuckerberg.David Zalubowski/ AP Images  <ul><li>Meta and Mark Zuckerberg have a lot to celebrate as 2024 comes to a close.</li><li>Meta's stock a… [+8603 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,61.0,False,False,False,False
"{'id': None, 'name': 'MacRumors'}",Juli Clover,Meta's Smart Glasses Gain Live AI and Live Translation,"Meta today added new features to its Ray-Ban smart glasses, including live translation and live AI. With live AI, the Meta smart glasses are able to see whatever the wearer sees thanks to the built-in camera, and can hold real-time conversations.





Accordi…",https://www.macrumors.com/2024/12/16/meta-smart-glasses-live-ai/,https://images.macrumors.com/t/hUh5j4CL2wDEN4BUkDZZTd9IRA4=/1724x/article-new/2024/10/meta-ray-bans.jpg,2024-12-17 00:36:00+00:00,"Meta today added new features to its Ray-Ban smart glasses, including live translation and live AI. With live AI, the Meta smart glasses are able to see whatever the wearer sees thanks to the built-i… [+1567 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,54.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Lauren Edmonds,"The rise of Dana White, from UFC to Trump's inner circle and Meta's board",UFC CEO Dana White's star is rising. He is a close ally of President-elect Donald Trump and Meta has announced he would join its board of directors.,https://www.businessinsider.com/who-is-dana-white-ufc-trump-ally-meta-board-zuckerbeg-2025-1,https://i.insider.com/6781554050dfd88e193dd60a?width=1200&format=jpeg,2025-01-12 21:20:55+00:00,UFC CEO Dana White with President-elect Donald Trump at an election night watch party.AP Photo/Alex Brandon  <ul><li>Dana White grew the UFC into a multibillion-dollar company after acquiring it in 2… [+6883 chars],Meta,"{'has_revenue_mention': False, 'has_growth_mention': True, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,73.0,False,False,False,True
"{'id': 'business-insider', 'name': 'Business Insider'}","Jean Paik,Julia Hood",Business leaders share 5 ways they're taking AI from pilot to use case,"Leaders from Mastercard, Infosys, IBM, and more share how they created AI use cases at their companies.",https://www.businessinsider.com/business-leaders-share-how-they-integrated-ai-company-pilot-use-2024-12,https://i.insider.com/6764a4556c531c315b897c6c?width=1200&format=jpeg,2024-12-23 18:42:31+00:00,"Getty Images; Andrius Banelis for BI  In the business world, there are few areas that artificial intelligence hasn't touched. Many industries are rushing to adopt AI, and the technology is changing h… [+9388 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,70.0,True,False,False,False
"{'id': None, 'name': 'Fast Company'}",Mark Sullivan,"AI at CES: a look at the wild PCs, smart glasses, and body-scanning mirrors turning heads at the conference","The annual Las Vegas showcase is proof that the AI revolution is making its way into consumer products.

Welcome to AI Decoded, Fast Company’s weekly newsletter that breaks down the most important news in the world of AI. You can sign up to receive this newsl…",https://www.fastcompany.com/91257229/ai-at-ces-a-look-at-the-wild-pcs-smart-glasses-and-body-scanning-mirrors-turning-heads-at-the-conference,"https://images.fastcompany.com/image/upload/f_webp,q_auto,c_fit,w_1024,h_1024/wp-cms-2/2025/01/p-91257229-AI-at-CES-2025.jpg",2025-01-09 17:00:00+00:00,"Welcome to AI Decoded, Fast Companys weekly newsletter that breaks down the most important news in the world of AI. You can sign up to receive this newsletter every week here.  Consumer electronics c… [+7414 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,107.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Katie Notopoulos,Meta's dream of AI-generated users isn't going anywhere,Meta took down a few reviled AI-generated users. But that's not the end of the story. It still sees more AI bots talking to you in the future.,https://www.businessinsider.com/meta-ai-generated-users-facebook-messenger-instagram-2025-1,https://i.insider.com/677c46ee2be30c194fc52201?width=1200&format=jpeg,2025-01-06 22:18:11+00:00,"Illustration by Jonathan Raa/NurPhoto via Getty Images  <ul><li>Last week, people noticed (and hated) AI-generated users that were created and managed by Meta.</li><li>But these AI bots were actually… [+3816 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,55.0,False,False,False,False
"{'id': 'the-verge', 'name': 'The Verge'}",David Pierce,Social networks in 2024: bless this mess,"As X continues to change and decline, everyone’s looking for the next Twitter. Or just Better Twitter. But the reality is bigger, broader, and messier.",https://www.theverge.com/24314116/bluesky-threads-2024-social-media-networks-fediverse-twitter-x,https://cdn.vox-cdn.com/thumbor/Y-vhMlnZqAVIGyn10f6Crnw2VFU=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/25784229/247333_EOY_Package_Check_In_CVirginia_SOCIAL_MEDIA.jpg,2024-12-18 14:00:00+00:00,"We didnt all flock to a new platform or build on a thrilling new protocol. We went everywhere, and did everything, all at once.  ByDavid Pierce, editor-at-large and Vergecast co-host with over a deca… [+5547 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,40.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Tim Paradis,AI notetakers could save us from meeting overload,AI-powered notetakers can attend meetings on our behalf. Bots can also take on tasks such as writing documents and interviewing and training workers.,https://www.businessinsider.com/ai-notetaker-work-meetings-tech-save-time-boost-efficiency-2024-12,https://i.insider.com/676064a2cf8d1359a2e030c5?width=1200&format=jpeg,2024-12-19 17:24:39+00:00,"Getty Images; Alyssa Powell/BI  <ul><li>AI tools can help reduce the need to attend some work meetings and boost productivity.</li><li>These apps can summarize meetings, answer workers' questions, an… [+7840 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,49.0,False,False,False,False
"{'id': None, 'name': 'CNET'}",Omar Gallaga,X Premium Plus Plan Jumps to $22 a Month,"Basic and premium pricing is staying the same, but for the highest tier of service, X has raised the price significantly.",https://www.cnet.com/tech/services-and-software/x-premium-plus-plan-jumps-to-22-a-month/,https://www.cnet.com/a/img/resize/75573a0e214bc598d954d4f7d874e5de1446c0d1/hub/2024/11/13/3577a76e-03fa-4398-9779-3e1e38fd9e09/x-neon-phone-template-0152.jpg?auto=webp&fit=crop&height=675&width=1200,2024-12-23 17:30:38+00:00,"Those who have stayed on Elon Musk's X social media platform (formerly Twitter) and have opted to pay for premium plus, the service's highest tier, will pay 40% more going forward.  The pricing chang… [+1496 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,40.0,False,False,False,False
"{'id': None, 'name': 'Gizmodo.com'}",Mike Fazioli,"Don’t Fight the AI Revolution, Join It With a Lifetime Subscription to 1MinAI Pro for Just $30",Put the power of this top-rated creative tool at your disposal for 87% off before StackSocial's big sale ends.,https://gizmodo.com/dont-fight-the-ai-revolution-join-it-with-a-lifetime-subscription-to-1minai-pro-for-just-30-2000545643,https://gizmodo.com/app/uploads/2024/11/1MinAI-1.jpg,2025-01-06 13:00:23+00:00,"As we roll into 2025, it’s become clear that resistance is futile Artificial Intelligence is here to stay, and it’s growing more powerful and versatile by the day. Especially if you’re a creative pro… [+2352 chars]",Meta,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,94.0,,,,
